user_id,ts,date
UA000000107364907,2020-07-04T15:41:22.177+0000,2020-07-04
UA000000107366543,2020-07-04T15:50:11.684+0000,2020-07-04
UA000000107366331,2020-07-04T15:46:49.143+0000,2020-07-04
UA000000107361538,2020-07-04T15:35:14.586+0000,2020-07-04
UA000000107377788,2020-07-04T16:05:06.274+0000,2020-07-04
UA000000107373272,2020-07-04T15:56:44.339+0000,2020-07-04
UA000000107376254,2020-07-04T16:06:38.333+0000,2020-07-04
UA000000107377969,2020-07-04T16:05:28.796+0000,2020-07-04
UA000000107371670,2020-07-04T15:54:01.569+0000,2020-07-04
UA000000107378063,2020-07-04T16:05:38.123+0000,2020-07-04
UA000000107370604,2020-07-04T15:54:16.876+0000,2020-07-04
UA000000107377756,2020-07-04T16:05:02.367+0000,2020-07-04
UA000000107383051,2020-07-04T16:14:39.827+0000,2020-07-04
UA000000107360407,2020-07-04T15:33:05.246+0000,2020-07-04
UA000000107362645,2020-07-04T15:37:16.208+0000,2020-07-04
UA000000107365610,2020-07-04T15:53:15.639+0000,2020-07-04
UA000000107370296,2020-07-04T15:51:10.187+0000,2020-07-04
UA000000107369770,2020-07-04T15:50:13.020+0000,2020-07-04
UA000000107364150,2020-07-04T15:40:02.582+0000,2020-07-04
UA000000107377196,2020-07-04T16:03:57.641+0000,2020-07-04
UA000000107373112,2020-07-04T15:56:29.130+0000,2020-07-04
UA000000107365978,2020-07-04T15:43:22.458+0000,2020-07-04
UA000000107366673,2020-07-04T15:44:34.174+0000,2020-07-04
UA000000107370329,2020-07-04T15:57:19.014+0000,2020-07-04
UA000000107364789,2020-07-04T15:46:37.651+0000,2020-07-04
UA000000107372452,2020-07-04T15:56:38.629+0000,2020-07-04
UA000000107371314,2020-07-04T15:53:08.762+0000,2020-07-04
UA000000107372171,2020-07-04T15:55:39.481+0000,2020-07-04
UA000000107360169,2020-07-04T15:32:39.007+0000,2020-07-04
UA000000107376361,2020-07-04T16:02:28.382+0000,2020-07-04
UA000000107372420,2020-07-04T15:55:11.046+0000,2020-07-04
UA000000107366327,2020-07-04T15:56:46.469+0000,2020-07-04
UA000000107361651,2020-07-04T15:35:53.722+0000,2020-07-04
UA000000107363671,2020-07-04T15:46:53.344+0000,2020-07-04
UA000000107357874,2020-07-04T15:28:07.660+0000,2020-07-04
UA000000107377173,2020-07-04T16:05:32.513+0000,2020-07-04
UA000000107362634,2020-07-04T15:37:14.856+0000,2020-07-04
UA000000107362086,2020-07-04T15:36:14.935+0000,2020-07-04
UA000000107380882,2020-07-04T16:10:49.528+0000,2020-07-04
UA000000107372299,2020-07-04T15:54:56.007+0000,2020-07-04
UA000000107362299,2020-07-04T15:44:30.149+0000,2020-07-04
UA000000107364184,2020-07-04T15:40:09.614+0000,2020-07-04
UA000000107365509,2020-07-04T15:42:28.828+0000,2020-07-04
UA000000107360619,2020-07-04T15:33:28.223+0000,2020-07-04
UA000000107359298,2020-07-04T15:43:32.391+0000,2020-07-04
UA000000107367018,2020-07-04T15:52:20.099+0000,2020-07-04
UA000000107371202,2020-07-04T15:52:57.778+0000,2020-07-04
UA000000107357720,2020-07-04T15:29:18.332+0000,2020-07-04
UA000000107357392,2020-07-04T15:27:13.927+0000,2020-07-04
UA000000107364985,2020-07-04T15:52:49.123+0000,2020-07-04
UA000000107375076,2020-07-04T16:02:34.497+0000,2020-07-04
UA000000107380123,2020-07-04T16:09:29.313+0000,2020-07-04
UA000000107369988,2020-07-04T15:50:35.501+0000,2020-07-04
UA000000107368433,2020-07-04T15:47:44.870+0000,2020-07-04
UA000000107368462,2020-07-04T15:47:47.979+0000,2020-07-04
UA000000107373165,2020-07-04T15:56:34.702+0000,2020-07-04
UA000000107367477,2020-07-04T15:46:00.805+0000,2020-07-04
UA000000107370387,2020-07-04T15:51:19.178+0000,2020-07-04
UA000000107370774,2020-07-04T15:52:53.586+0000,2020-07-04
UA000000107358915,2020-07-04T15:39:06.591+0000,2020-07-04
UA000000107365624,2020-07-04T15:42:43.692+0000,2020-07-04
UA000000107380722,2020-07-04T16:10:58.460+0000,2020-07-04
UA000000107367905,2020-07-04T15:50:40.841+0000,2020-07-04
UA000000107359340,2020-07-04T15:32:16.366+0000,2020-07-04
UA000000107364375,2020-07-04T15:40:25.129+0000,2020-07-04
UA000000107357572,2020-07-04T15:58:26.332+0000,2020-07-04
UA000000107365652,2020-07-04T15:42:46.926+0000,2020-07-04
UA000000107375266,2020-07-04T16:00:24.460+0000,2020-07-04
UA000000107363847,2020-07-04T15:45:21.499+0000,2020-07-04
UA000000107371371,2020-07-04T15:53:14.697+0000,2020-07-04
UA000000107361203,2020-07-04T15:34:45.969+0000,2020-07-04
UA000000107362181,2020-07-04T15:36:24.633+0000,2020-07-04
UA000000107360031,2020-07-04T15:32:21.512+0000,2020-07-04
UA000000107360827,2020-07-04T15:33:49.870+0000,2020-07-04
UA000000107371124,2020-07-04T15:53:03.468+0000,2020-07-04
UA000000107362333,2020-07-04T15:45:34.409+0000,2020-07-04
UA000000107377693,2020-07-04T16:06:05.335+0000,2020-07-04
UA000000107365009,2020-07-04T15:44:11.289+0000,2020-07-04
UA000000107367721,2020-07-04T15:46:23.777+0000,2020-07-04
UA000000107364230,2020-07-04T15:40:13.992+0000,2020-07-04
UA000000107378908,2020-07-04T16:10:09.091+0000,2020-07-04
UA000000107378459,2020-07-04T16:06:32.524+0000,2020-07-04
UA000000107371441,2020-07-04T15:53:22.467+0000,2020-07-04
UA000000107358386,2020-07-04T15:30:51.542+0000,2020-07-04
UA000000107372642,2020-07-04T15:55:35.788+0000,2020-07-04
UA000000107358445,2020-07-04T15:43:59.172+0000,2020-07-04
UA000000107376783,2020-07-04T16:03:13.644+0000,2020-07-04
UA000000107374813,2020-07-04T16:00:00.650+0000,2020-07-04
UA000000107361273,2020-07-04T16:02:32.656+0000,2020-07-04
UA000000107374760,2020-07-04T15:59:24.061+0000,2020-07-04
UA000000107378291,2020-07-04T16:06:04.520+0000,2020-07-04
UA000000107376063,2020-07-04T16:03:47.629+0000,2020-07-04
UA000000107366026,2020-07-04T15:43:40.324+0000,2020-07-04
UA000000107361614,2020-07-04T15:35:23.588+0000,2020-07-04
UA000000107366948,2020-07-04T15:45:02.565+0000,2020-07-04
UA000000107373891,2020-07-04T15:57:50.435+0000,2020-07-04
UA000000107370469,2020-07-04T15:51:29.010+0000,2020-07-04
UA000000107379130,2020-07-04T16:07:35.869+0000,2020-07-04
UA000000107376639,2020-07-04T16:02:56.718+0000,2020-07-04
UA000000107367269,2020-07-04T16:07:00.098+0000,2020-07-04
UA000000107360624,2020-07-04T15:33:28.611+0000,2020-07-04
UA000000107371862,2020-07-04T15:54:09.757+0000,2020-07-04
UA000000107367735,2020-07-04T15:59:35.438+0000,2020-07-04
UA000000107371286,2020-07-04T16:08:31.087+0000,2020-07-04
UA000000107364786,2020-07-04T16:01:39.011+0000,2020-07-04
UA000000107374707,2020-07-04T16:02:51.041+0000,2020-07-04
UA000000107373556,2020-07-04T15:59:39.399+0000,2020-07-04
UA000000107378765,2020-07-04T16:06:57.016+0000,2020-07-04
UA000000107361993,2020-07-04T15:36:07.412+0000,2020-07-04
UA000000107371022,2020-07-04T16:10:42.956+0000,2020-07-04
UA000000107381942,2020-07-04T16:12:42.776+0000,2020-07-04
UA000000107360646,2020-07-04T15:33:30.884+0000,2020-07-04
UA000000107360379,2020-07-04T15:33:01.537+0000,2020-07-04
UA000000107363192,2020-07-04T15:38:17.841+0000,2020-07-04
UA000000107377012,2020-07-04T16:06:04.023+0000,2020-07-04
UA000000107383149,2020-07-04T16:14:51.978+0000,2020-07-04
UA000000107369705,2020-07-04T15:50:04.525+0000,2020-07-04
UA000000107375627,2020-07-04T16:01:04.857+0000,2020-07-04
UA000000107368975,2020-07-04T15:48:43.622+0000,2020-07-04
UA000000107365819,2020-07-04T16:06:17.298+0000,2020-07-04
UA000000107372764,2020-07-04T15:55:53.416+0000,2020-07-04
UA000000107364649,2020-07-04T15:57:27.164+0000,2020-07-04
UA000000107369787,2020-07-04T16:10:40.328+0000,2020-07-04
UA000000107357307,2020-07-04T15:56:30.851+0000,2020-07-04
UA000000107363218,2020-07-04T15:53:30.318+0000,2020-07-04
UA000000107374613,2020-07-04T15:59:33.098+0000,2020-07-04
UA000000107382532,2020-07-04T16:13:48.125+0000,2020-07-04
UA000000107362306,2020-07-04T15:36:41.288+0000,2020-07-04
UA000000107368046,2020-07-04T15:53:57.120+0000,2020-07-04
UA000000107360112,2020-07-04T15:32:32.962+0000,2020-07-04
UA000000107375035,2020-07-04T15:59:57.739+0000,2020-07-04
UA000000107376944,2020-07-04T16:03:32.453+0000,2020-07-04
UA000000107358442,2020-07-04T15:46:44.776+0000,2020-07-04
UA000000107370218,2020-07-04T15:51:01.698+0000,2020-07-04
UA000000107362101,2020-07-04T15:57:44.132+0000,2020-07-04
UA000000107365494,2020-07-04T15:42:27.315+0000,2020-07-04
UA000000107369256,2020-07-04T15:52:40.035+0000,2020-07-04
UA000000107369211,2020-07-04T15:49:08.918+0000,2020-07-04
UA000000107364223,2020-07-04T15:42:07.479+0000,2020-07-04
UA000000107375438,2020-07-04T16:00:43.458+0000,2020-07-04
UA000000107364129,2020-07-04T15:48:30.084+0000,2020-07-04
UA000000107358702,2020-07-04T15:29:45.998+0000,2020-07-04
UA000000107379256,2020-07-04T16:10:23.263+0000,2020-07-04
UA000000107369613,2020-07-04T15:49:53.896+0000,2020-07-04
UA000000107370381,2020-07-04T15:51:18.846+0000,2020-07-04
UA000000107378235,2020-07-04T16:05:57.093+0000,2020-07-04
UA000000107364966,2020-07-04T15:41:29.726+0000,2020-07-04
UA000000107377220,2020-07-04T16:04:00.274+0000,2020-07-04
UA000000107367895,2020-07-04T15:46:44.635+0000,2020-07-04
UA000000107362187,2020-07-04T16:00:24.957+0000,2020-07-04
UA000000107365065,2020-07-04T15:44:05.670+0000,2020-07-04
UA000000107366513,2020-07-04T15:44:18.543+0000,2020-07-04
UA000000107358729,2020-07-04T15:29:48.375+0000,2020-07-04
UA000000107363247,2020-07-04T15:45:06.172+0000,2020-07-04
UA000000107368928,2020-07-04T15:48:48.195+0000,2020-07-04
UA000000107374424,2020-07-04T16:02:04.673+0000,2020-07-04
UA000000107368082,2020-07-04T15:47:48.169+0000,2020-07-04
UA000000107367207,2020-07-04T16:06:00.819+0000,2020-07-04
UA000000107380179,2020-07-04T16:09:37.054+0000,2020-07-04
UA000000107378558,2020-07-04T16:08:55.220+0000,2020-07-04
UA000000107376254,2020-07-04T16:02:15.502+0000,2020-07-04
UA000000107373218,2020-07-04T15:56:39.707+0000,2020-07-04
UA000000107365673,2020-07-04T15:42:49.005+0000,2020-07-04
UA000000107375654,2020-07-04T16:01:07.477+0000,2020-07-04
UA000000107362473,2020-07-04T15:36:58.618+0000,2020-07-04
UA000000107373616,2020-07-04T15:57:39.225+0000,2020-07-04
UA000000107369290,2020-07-04T16:12:12.669+0000,2020-07-04
UA000000107369105,2020-07-04T16:04:22.269+0000,2020-07-04
UA000000107359145,2020-07-04T15:30:38.701+0000,2020-07-04
UA000000107365607,2020-07-04T15:42:41.796+0000,2020-07-04
UA000000107369759,2020-07-04T15:50:11.403+0000,2020-07-04
UA000000107382182,2020-07-04T16:13:09.817+0000,2020-07-04
UA000000107364474,2020-07-04T15:40:36.555+0000,2020-07-04
UA000000107369715,2020-07-04T16:04:39.538+0000,2020-07-04
UA000000107366903,2020-07-04T15:44:57.159+0000,2020-07-04
UA000000107378989,2020-07-04T16:09:01.603+0000,2020-07-04
UA000000107381775,2020-07-04T16:12:26.546+0000,2020-07-04
UA000000107361485,2020-07-04T15:37:40.099+0000,2020-07-04
UA000000107378057,2020-07-04T16:05:37.789+0000,2020-07-04
UA000000107373156,2020-07-04T15:58:12.745+0000,2020-07-04
UA000000107367259,2020-07-04T15:45:37.961+0000,2020-07-04
UA000000107373808,2020-07-04T15:57:39.684+0000,2020-07-04
UA000000107360200,2020-07-04T15:32:42.185+0000,2020-07-04
UA000000107381486,2020-07-04T16:11:54.601+0000,2020-07-04
UA000000107373654,2020-07-04T15:57:21.807+0000,2020-07-04
UA000000107382250,2020-07-04T16:13:34.616+0000,2020-07-04
UA000000107360687,2020-07-04T15:33:37.395+0000,2020-07-04
UA000000107365236,2020-07-04T15:51:12.012+0000,2020-07-04
UA000000107370406,2020-07-04T15:53:12.679+0000,2020-07-04
UA000000107369118,2020-07-04T15:48:58.012+0000,2020-07-04
UA000000107369426,2020-07-04T15:49:32.939+0000,2020-07-04
UA000000107382670,2020-07-04T16:14:01.858+0000,2020-07-04
UA000000107377488,2020-07-04T16:14:52.752+0000,2020-07-04
UA000000107366811,2020-07-04T15:48:21.370+0000,2020-07-04
UA000000107367158,2020-07-04T15:45:25.888+0000,2020-07-04
UA000000107357760,2020-07-04T15:27:57.814+0000,2020-07-04
UA000000107368983,2020-07-04T15:48:44.213+0000,2020-07-04
UA000000107358881,2020-07-04T15:30:06.508+0000,2020-07-04
UA000000107361305,2020-07-04T15:34:44.762+0000,2020-07-04
UA000000107363885,2020-07-04T15:39:33.726+0000,2020-07-04
UA000000107378569,2020-07-04T16:06:36.405+0000,2020-07-04
UA000000107366356,2020-07-04T15:44:02.090+0000,2020-07-04
UA000000107365315,2020-07-04T15:43:47.614+0000,2020-07-04
UA000000107378132,2020-07-04T16:05:53.783+0000,2020-07-04
UA000000107374978,2020-07-04T15:59:50.303+0000,2020-07-04
UA000000107371062,2020-07-04T15:52:45.303+0000,2020-07-04
UA000000107369486,2020-07-04T15:49:39.508+0000,2020-07-04
UA000000107359417,2020-07-04T15:42:19.355+0000,2020-07-04
UA000000107368370,2020-07-04T15:47:37.733+0000,2020-07-04
UA000000107377828,2020-07-04T16:05:11.557+0000,2020-07-04
UA000000107358328,2020-07-04T15:28:59.232+0000,2020-07-04
UA000000107369241,2020-07-04T15:49:12.973+0000,2020-07-04
UA000000107377331,2020-07-04T16:08:23.496+0000,2020-07-04
UA000000107369042,2020-07-04T15:48:50.438+0000,2020-07-04
UA000000107381623,2020-07-04T16:12:10.904+0000,2020-07-04
UA000000107359674,2020-07-04T15:31:38.471+0000,2020-07-04
UA000000107359456,2020-07-04T15:31:13.726+0000,2020-07-04
UA000000107374613,2020-07-04T15:59:08.698+0000,2020-07-04
UA000000107370029,2020-07-04T15:50:39.378+0000,2020-07-04
UA000000107370558,2020-07-04T15:56:43.705+0000,2020-07-04
UA000000107363062,2020-07-04T15:55:55.653+0000,2020-07-04
UA000000107378287,2020-07-04T16:06:03.908+0000,2020-07-04
UA000000107366087,2020-07-04T16:02:32.614+0000,2020-07-04
UA000000107362559,2020-07-04T15:37:06.655+0000,2020-07-04
UA000000107367084,2020-07-04T15:45:16.944+0000,2020-07-04
UA000000107366411,2020-07-04T15:44:07.740+0000,2020-07-04
UA000000107372919,2020-07-04T15:56:09.525+0000,2020-07-04
UA000000107367929,2020-07-04T15:49:29.996+0000,2020-07-04
UA000000107373193,2020-07-04T15:59:53.421+0000,2020-07-04
UA000000107377772,2020-07-04T16:05:04.179+0000,2020-07-04
UA000000107372093,2020-07-04T15:54:33.382+0000,2020-07-04
UA000000107359399,2020-07-04T15:31:07.593+0000,2020-07-04
UA000000107357873,2020-07-04T15:50:05.122+0000,2020-07-04
UA000000107363143,2020-07-04T15:38:20.396+0000,2020-07-04
UA000000107380686,2020-07-04T16:10:50.861+0000,2020-07-04
UA000000107374662,2020-07-04T15:59:12.950+0000,2020-07-04
UA000000107363446,2020-07-04T15:38:46.044+0000,2020-07-04
UA000000107359927,2020-07-04T15:32:09.311+0000,2020-07-04
UA000000107378996,2020-07-04T16:07:21.385+0000,2020-07-04
UA000000107381458,2020-07-04T16:11:51.336+0000,2020-07-04
UA000000107377502,2020-07-04T16:04:33.703+0000,2020-07-04
UA000000107362989,2020-07-04T16:09:44.079+0000,2020-07-04
UA000000107371687,2020-07-04T15:53:48.852+0000,2020-07-04
UA000000107363138,2020-07-04T15:57:03.705+0000,2020-07-04
UA000000107362048,2020-07-04T15:36:11.891+0000,2020-07-04
UA000000107364922,2020-07-04T15:47:02.070+0000,2020-07-04
UA000000107377389,2020-07-04T16:04:21.128+0000,2020-07-04
UA000000107375806,2020-07-04T16:01:26.487+0000,2020-07-04
UA000000107370975,2020-07-04T15:52:31.977+0000,2020-07-04
UA000000107364201,2020-07-04T15:40:08.334+0000,2020-07-04
UA000000107376151,2020-07-04T16:02:10.818+0000,2020-07-04
UA000000107358537,2020-07-04T15:29:23.002+0000,2020-07-04
UA000000107361089,2020-07-04T15:34:18.681+0000,2020-07-04
UA000000107363819,2020-07-04T16:02:12.244+0000,2020-07-04
UA000000107363667,2020-07-04T16:12:26.319+0000,2020-07-04
UA000000107363962,2020-07-04T15:46:40.890+0000,2020-07-04
UA000000107361031,2020-07-04T15:34:11.846+0000,2020-07-04
UA000000107370613,2020-07-04T15:51:46.094+0000,2020-07-04
UA000000107362234,2020-07-04T15:49:09.827+0000,2020-07-04
UA000000107365927,2020-07-04T16:07:13.269+0000,2020-07-04
UA000000107357432,2020-07-04T15:27:18.161+0000,2020-07-04
UA000000107366902,2020-07-04T15:44:57.071+0000,2020-07-04
UA000000107362405,2020-07-04T15:36:52.275+0000,2020-07-04
UA000000107367657,2020-07-04T15:57:54.772+0000,2020-07-04
UA000000107362030,2020-07-04T15:36:10.326+0000,2020-07-04
UA000000107366233,2020-07-04T15:43:47.750+0000,2020-07-04
UA000000107370944,2020-07-04T16:13:24.025+0000,2020-07-04
UA000000107379056,2020-07-04T16:12:14.221+0000,2020-07-04
UA000000107379042,2020-07-04T16:07:26.516+0000,2020-07-04
UA000000107358934,2020-07-04T15:30:13.097+0000,2020-07-04
UA000000107360627,2020-07-04T15:38:58.778+0000,2020-07-04
UA000000107367118,2020-07-04T15:45:20.178+0000,2020-07-04
UA000000107379512,2020-07-04T16:08:20.579+0000,2020-07-04
UA000000107376699,2020-07-04T16:03:04.249+0000,2020-07-04
UA000000107363611,2020-07-04T15:51:51.486+0000,2020-07-04
UA000000107365765,2020-07-04T15:55:44.228+0000,2020-07-04
UA000000107382486,2020-07-04T16:13:49.326+0000,2020-07-04
UA000000107360006,2020-07-04T15:36:24.090+0000,2020-07-04
UA000000107373806,2020-07-04T15:57:39.415+0000,2020-07-04
UA000000107369459,2020-07-04T15:49:51.038+0000,2020-07-04
UA000000107371672,2020-07-04T15:53:46.901+0000,2020-07-04
UA000000107358350,2020-07-04T15:29:01.938+0000,2020-07-04
UA000000107358681,2020-07-04T15:29:43.790+0000,2020-07-04
UA000000107361929,2020-07-04T15:36:00.574+0000,2020-07-04
UA000000107368655,2020-07-04T15:48:09.056+0000,2020-07-04
UA000000107362158,2020-07-04T15:36:22.523+0000,2020-07-04
UA000000107360872,2020-07-04T15:46:39.965+0000,2020-07-04
UA000000107376475,2020-07-04T16:10:43.524+0000,2020-07-04
UA000000107378392,2020-07-04T16:09:19.640+0000,2020-07-04
UA000000107382965,2020-07-04T16:14:36.831+0000,2020-07-04
UA000000107382478,2020-07-04T16:13:40.574+0000,2020-07-04
UA000000107359750,2020-07-04T15:31:45.920+0000,2020-07-04
UA000000107368863,2020-07-04T15:48:32.162+0000,2020-07-04
UA000000107371433,2020-07-04T15:55:16.057+0000,2020-07-04
UA000000107377601,2020-07-04T16:04:46.535+0000,2020-07-04
UA000000107366044,2020-07-04T15:55:32.697+0000,2020-07-04
UA000000107366824,2020-07-04T15:44:50.080+0000,2020-07-04
UA000000107369523,2020-07-04T15:49:42.839+0000,2020-07-04
UA000000107361842,2020-07-04T16:06:07.234+0000,2020-07-04
UA000000107359237,2020-07-04T15:40:14.434+0000,2020-07-04
UA000000107367514,2020-07-04T15:54:55.698+0000,2020-07-04
UA000000107373722,2020-07-04T16:11:19.600+0000,2020-07-04
UA000000107359190,2020-07-04T15:30:42.993+0000,2020-07-04
UA000000107372811,2020-07-04T15:55:58.213+0000,2020-07-04
UA000000107376654,2020-07-04T16:07:53.283+0000,2020-07-04
UA000000107375865,2020-07-04T16:01:32.534+0000,2020-07-04
UA000000107379525,2020-07-04T16:08:21.919+0000,2020-07-04
UA000000107372804,2020-07-04T15:55:57.516+0000,2020-07-04
UA000000107371387,2020-07-04T15:53:16.022+0000,2020-07-04
UA000000107382222,2020-07-04T16:13:14.190+0000,2020-07-04
UA000000107363091,2020-07-04T16:01:17.753+0000,2020-07-04
UA000000107359809,2020-07-04T15:58:32.755+0000,2020-07-04
UA000000107380223,2020-07-04T16:09:55.824+0000,2020-07-04
UA000000107368687,2020-07-04T15:52:08.721+0000,2020-07-04
UA000000107375990,2020-07-04T16:01:45.337+0000,2020-07-04
UA000000107365949,2020-07-04T16:02:25.249+0000,2020-07-04
UA000000107364012,2020-07-04T15:48:36.751+0000,2020-07-04
UA000000107382433,2020-07-04T16:13:35.206+0000,2020-07-04
UA000000107367882,2020-07-04T15:46:43.600+0000,2020-07-04
UA000000107361034,2020-07-04T16:06:31.331+0000,2020-07-04
UA000000107368790,2020-07-04T15:56:47.356+0000,2020-07-04
UA000000107364318,2020-07-04T15:40:18.563+0000,2020-07-04
UA000000107363481,2020-07-04T15:44:47.820+0000,2020-07-04
UA000000107361873,2020-07-04T15:53:22.395+0000,2020-07-04
UA000000107358714,2020-07-04T15:36:34.556+0000,2020-07-04
UA000000107371506,2020-07-04T15:53:30.100+0000,2020-07-04
UA000000107359370,2020-07-04T15:45:23.890+0000,2020-07-04
UA000000107371962,2020-07-04T15:54:19.693+0000,2020-07-04
UA000000107362464,2020-07-04T15:36:57.996+0000,2020-07-04
UA000000107372480,2020-07-04T15:55:17.657+0000,2020-07-04
UA000000107366637,2020-07-04T15:44:29.678+0000,2020-07-04
UA000000107358797,2020-07-04T15:29:55.902+0000,2020-07-04
UA000000107361841,2020-07-04T15:35:50.050+0000,2020-07-04
UA000000107361375,2020-07-04T15:55:51.327+0000,2020-07-04
UA000000107366858,2020-07-04T16:05:01.830+0000,2020-07-04
UA000000107366604,2020-07-04T15:44:26.827+0000,2020-07-04
UA000000107368527,2020-07-04T15:48:14.687+0000,2020-07-04
UA000000107377024,2020-07-04T16:03:40.262+0000,2020-07-04
UA000000107361837,2020-07-04T15:37:29.266+0000,2020-07-04
UA000000107358894,2020-07-04T15:30:08.073+0000,2020-07-04
UA000000107367636,2020-07-04T16:02:22.449+0000,2020-07-04
UA000000107359162,2020-07-04T15:41:46.295+0000,2020-07-04
UA000000107378441,2020-07-04T16:06:21.706+0000,2020-07-04
UA000000107370313,2020-07-04T15:51:12.596+0000,2020-07-04
UA000000107359268,2020-07-04T15:30:53.108+0000,2020-07-04
UA000000107374788,2020-07-04T16:13:24.892+0000,2020-07-04
UA000000107370368,2020-07-04T15:51:17.362+0000,2020-07-04
UA000000107371006,2020-07-04T15:52:35.423+0000,2020-07-04
UA000000107361413,2020-07-04T15:35:09.033+0000,2020-07-04
UA000000107357864,2020-07-04T15:28:06.604+0000,2020-07-04
UA000000107364013,2020-07-04T15:39:47.001+0000,2020-07-04
UA000000107365773,2020-07-04T15:42:59.254+0000,2020-07-04
UA000000107362759,2020-07-04T15:45:03.572+0000,2020-07-04
UA000000107368656,2020-07-04T15:51:13.302+0000,2020-07-04
UA000000107360024,2020-07-04T15:32:20.847+0000,2020-07-04
UA000000107381984,2020-07-04T16:12:47.381+0000,2020-07-04
UA000000107360699,2020-07-04T15:33:35.457+0000,2020-07-04
UA000000107359681,2020-07-04T15:41:41.924+0000,2020-07-04
UA000000107371238,2020-07-04T15:53:15.459+0000,2020-07-04
UA000000107375675,2020-07-04T16:01:09.182+0000,2020-07-04
UA000000107382016,2020-07-04T16:12:50.941+0000,2020-07-04
UA000000107366644,2020-07-04T15:44:30.459+0000,2020-07-04
UA000000107371494,2020-07-04T16:00:17.409+0000,2020-07-04
UA000000107371512,2020-07-04T15:57:46.012+0000,2020-07-04
UA000000107378271,2020-07-04T16:10:31.789+0000,2020-07-04
UA000000107369524,2020-07-04T15:50:04.716+0000,2020-07-04
UA000000107381029,2020-07-04T16:11:06.803+0000,2020-07-04
UA000000107369587,2020-07-04T16:06:09.278+0000,2020-07-04
UA000000107360004,2020-07-04T15:32:18.508+0000,2020-07-04
UA000000107380428,2020-07-04T16:10:03.550+0000,2020-07-04
UA000000107379968,2020-07-04T16:09:12.461+0000,2020-07-04
UA000000107371095,2020-07-04T15:52:46.385+0000,2020-07-04
UA000000107375537,2020-07-04T16:00:54.253+0000,2020-07-04
UA000000107382209,2020-07-04T16:13:12.412+0000,2020-07-04
UA000000107358414,2020-07-04T16:06:00.307+0000,2020-07-04
UA000000107382476,2020-07-04T16:13:40.353+0000,2020-07-04
UA000000107375887,2020-07-04T16:01:34.523+0000,2020-07-04
UA000000107361064,2020-07-04T15:34:16.017+0000,2020-07-04
UA000000107372873,2020-07-04T15:56:06.082+0000,2020-07-04
UA000000107366336,2020-07-04T16:03:21.283+0000,2020-07-04
UA000000107371749,2020-07-04T15:54:45.503+0000,2020-07-04
UA000000107373688,2020-07-04T15:57:27.024+0000,2020-07-04
UA000000107360408,2020-07-04T15:33:25.106+0000,2020-07-04
UA000000107371100,2020-07-04T15:52:47.550+0000,2020-07-04
UA000000107361741,2020-07-04T15:36:04.821+0000,2020-07-04
UA000000107362020,2020-07-04T15:36:09.730+0000,2020-07-04
UA000000107369803,2020-07-04T15:50:16.435+0000,2020-07-04
UA000000107383008,2020-07-04T16:14:36.577+0000,2020-07-04
UA000000107379570,2020-07-04T16:08:32.825+0000,2020-07-04
UA000000107371238,2020-07-04T15:59:27.207+0000,2020-07-04
UA000000107359708,2020-07-04T15:39:14.748+0000,2020-07-04
UA000000107360030,2020-07-04T15:47:44.691+0000,2020-07-04
UA000000107381290,2020-07-04T16:11:31.613+0000,2020-07-04
UA000000107363445,2020-07-04T15:51:40.700+0000,2020-07-04
UA000000107369668,2020-07-04T15:50:02.301+0000,2020-07-04
UA000000107365569,2020-07-04T15:42:37.479+0000,2020-07-04
UA000000107363613,2020-07-04T15:39:03.102+0000,2020-07-04
UA000000107370528,2020-07-04T15:58:36.240+0000,2020-07-04
UA000000107361157,2020-07-04T15:34:27.485+0000,2020-07-04
UA000000107376894,2020-07-04T16:03:27.017+0000,2020-07-04
UA000000107361634,2020-07-04T16:05:48.947+0000,2020-07-04
UA000000107358619,2020-07-04T15:50:50.963+0000,2020-07-04
UA000000107381555,2020-07-04T16:12:02.371+0000,2020-07-04
UA000000107380879,2020-07-04T16:10:49.408+0000,2020-07-04
UA000000107362185,2020-07-04T15:36:24.964+0000,2020-07-04
UA000000107366436,2020-07-04T15:57:02.089+0000,2020-07-04
UA000000107382089,2020-07-04T16:12:59.166+0000,2020-07-04
UA000000107368819,2020-07-04T15:48:26.251+0000,2020-07-04
UA000000107369325,2020-07-04T15:51:54.947+0000,2020-07-04
UA000000107380398,2020-07-04T16:10:00.427+0000,2020-07-04
UA000000107370667,2020-07-04T15:51:53.189+0000,2020-07-04
UA000000107379394,2020-07-04T16:14:11.874+0000,2020-07-04
UA000000107380047,2020-07-04T16:09:42.344+0000,2020-07-04
UA000000107368678,2020-07-04T15:51:01.412+0000,2020-07-04
UA000000107361677,2020-07-04T15:39:18.996+0000,2020-07-04
UA000000107380077,2020-07-04T16:09:23.327+0000,2020-07-04
UA000000107380064,2020-07-04T16:10:28.247+0000,2020-07-04
UA000000107361867,2020-07-04T15:35:53.289+0000,2020-07-04
UA000000107382028,2020-07-04T16:12:52.441+0000,2020-07-04
UA000000107380518,2020-07-04T16:10:13.024+0000,2020-07-04
UA000000107365189,2020-07-04T15:56:10.918+0000,2020-07-04
UA000000107368839,2020-07-04T15:48:29.293+0000,2020-07-04
UA000000107367673,2020-07-04T16:11:35.527+0000,2020-07-04
