channel_type,sephora_id,order_number,transaction_line_number,transaction_datetime,transaction_date,transaction_datetime_local,dp_update_timestamp,partition,offset,timestamp,fulfill_milestone_datetime,store_number,atg_order_number,org_id,atg_id,usa_id,transaction_datetime_utc,channel,bi_tier_atorder,sku_number,sku_description,department_number,regular_sales_unit_price,gross_sales_usd_amount,gross_sales_local_amount,sales_afterdiscount_usd_amount,sales_afterdiscount_local_amount,net_sales_usd_amount,net_sales_local_amount,discount_usd_amount,discount_local_amount,units,exchange_rate,origin_of_order,country_of_origin,currency_code,csr_id,transaction_number,language,tax_amount,original_order_number,transaction_type,line_void_flag,dotcom_guest_flag,flash_order_type,gift_wrap_flag,gwp_flag,gift_card_flag,shipping_method,atg_commerce_item_type,atg_shipping_group_type,expected_shipment_datetime,sample_flag,terminal_id,product_description,demand_discounted_sales,line_cancel_flag,line_cancel_datetime,return_reason,external_order_number,external_order_type,tip_employee_id,tip_amount,tip_percent,order_submit_datetime,order_submit_datetime_utc,order_submit_datetime_local,order_submit_year_month,order_submit_date,order_submit_hour,dp_create_timestamp,sephora_id_update_timestamp,topic,hold_release_datetime,fulfillment_type,pick_in_progress_datetime,picked_up_datetime,ready_for_pickup_datetime,pickup_sla_hours,pickup_store_number,cancel_type,cancel_reason_text,cancel_reason_code,pickup_cancelled_datetime,seller_org_code,shipped_datetime,ready_for_shipping_datetime,ready_for_shipping_sla_hours,delivered_datetime,sla_met_delivered_flag,curbside_check_in_datetime,curbside_pickup_sla_minutes,courier_name,return_to_dc,return_tracking_number,return_delivered_datetime,ba_productivity_employee_id,res_confirmation_number,extn_delivery_start_time,extn_delivery_end_time,extn_delivery_location_tz,extn_delivery_pickup_start_time,alternate_pickup_flag,hal_selected,hal_location_type,hal_location_id,hal_location_partner,hal_location_company,hal_ready_for_pickup_datetime,hal_hold_until_datetime,hal_reminder1_datetime,hal_reminder2_datetime,hal_picked_up_datetime,hal_return_to_sender_datetime
US ONLINE,1135575017,38898312459,1,2021-09-15 11:08:08,2021-09-15,2021-09-15 11:08:08,2021-10-15 09:03:08,17,13868525,1631730066371,null,null,38898312459,01,32838513561,2300000092240351,2021-09-15 18:08:08,Online,BI,2395051,Moroccanoil Mini All in One Leave-In Conditioner-1.7 oz/ 50 mL,16,13,13,13,13,13,13,13,0,0,1,null,iphoneAppV2.0,US,USD,null,null,en_US,0.98,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Moroccanoil Mini All in One Leave-In Conditioner-1.7 oz/ 50 mL,13,null,null,null,null,null,null,null,null,2021-09-15 10:57:33,2021-09-15 17:57:33,2021-09-15 10:57:33,202109,2021-09-15,10,2021-09-15 18:22:00,2021-09-15 18:22:00,OrderLine,2021-09-15 11:08:08,PICKUP,2021-09-15 11:27:36,2021-09-15 11:54:34,2021-09-15 11:27:51,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1134196373,40651150088,1,2021-12-04 16:14:20,2021-12-04,2021-12-04 16:14:20,2021-12-11 09:57:42,16,18410906,1638665440649,null,null,40651150088,01,32638293098,2300000091884919,2021-12-05 00:14:20,Online,BI,2007177,Briogeo Scalp Revival Charcoal + Coconut Oil Micro-exfoliating Shampoo Mini-2 oz/ 59 mL,16,14,14,14,11.2,11.2,11.2,11.2,2.8,2.8,1,null,default,US,USD,null,null,en_US,0.84,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Briogeo Scalp Revival Charcoal + Coconut Oil Micro-exfoliating Shampoo Mini-2 oz/ 59 mL,11.2,null,null,null,null,null,null,null,null,2021-12-04 16:04:04,2021-12-05 00:04:04,2021-12-04 16:04:04,202112,2021-12-04,16,2021-12-05 00:52:00,2021-12-05 00:52:00,OrderLine,2021-12-04 16:14:20,PICKUP,2021-12-04 16:42:56,2021-12-05 12:36:58,2021-12-04 16:42:57,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1070765482,39594024380,5,null,null,null,2021-10-20 08:15:18,11,15246941,1634683402414,null,null,39594024380,01,12473043326,2300000063928735,null,Online,BI,2473510,Sephora Favorites Sparkly Clean Makeup Set,10,36,36,36,36,36,36,36,0,0,1,null,default,US,USD,null,null,en_US,2.89,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-10-20 23:59:00,N,null,Sephora Favorites Sparkly Clean Makeup Set,36,Y,2021-10-19 15:03:54,null,null,null,null,null,null,2021-10-19 15:00:17,2021-10-19 22:00:17,2021-10-19 15:00:17,202110,2021-10-19,15,2021-10-19 22:44:00,2021-10-19 22:44:00,OrderLine,null,SAMEDAY,null,null,null,null,242,SELF_CANCEL,SDD Accident,56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1070765482,39594024380,6,null,null,null,2021-10-20 08:15:18,11,15246942,1634683402414,null,null,39594024380,01,12473043326,2300000063928735,null,Online,BI,2414274,MILK MAKEUP Sunshine Skin Tint Clean SPF 30 Foundation-Golden Honey,10,42,42,42,42,42,42,42,0,0,1,null,default,US,USD,null,null,en_US,3.37,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-10-20 23:59:00,N,null,MILK MAKEUP Sunshine Skin Tint Clean SPF 30 Foundation-Golden Honey,42,Y,2021-10-19 15:03:54,null,null,null,null,null,null,2021-10-19 15:00:17,2021-10-19 22:00:17,2021-10-19 15:00:17,202110,2021-10-19,15,2021-10-19 22:44:00,2021-10-19 22:44:00,OrderLine,null,SAMEDAY,null,null,null,null,242,SELF_CANCEL,SDD Accident,56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1070765482,39594024380,7,null,null,null,2021-10-20 08:15:18,11,15246943,1634683402415,null,null,39594024380,01,12473043326,2300000063928735,null,Online,BI,2487072,MILK MAKEUP Sunshine Under Eye Brightening Light Coverage Concealer-4,10,28,28,28,28,28,28,28,0,0,1,null,default,US,USD,null,null,en_US,2.25,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-10-20 23:59:00,N,null,MILK MAKEUP Sunshine Under Eye Brightening Light Coverage Concealer-4,28,Y,2021-10-19 15:03:54,null,null,null,null,null,null,2021-10-19 15:00:17,2021-10-19 22:00:17,2021-10-19 15:00:17,202110,2021-10-19,15,2021-10-19 22:44:00,2021-10-19 22:44:00,OrderLine,null,SAMEDAY,null,null,null,null,242,SELF_CANCEL,SDD Accident,56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1065702325,36376284979,1,2021-04-28 18:08:18,2021-04-28,2021-04-28 18:08:18,2021-04-30 09:13:27,18,8652916,1619658980095,null,null,36376284979,01,8696291231,2300000048479743,2021-04-29 01:08:18,Online,BI,1499474,Dr. Dennis Gross Skincare Alpha Beta® Universal Daily Peel-30 Treatments + 5 Bonus,15,88,88,88,88,88,88,88,0,0,1,null,androidNativeApp,US,USD,null,null,en_US,6.62,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Dr. Dennis Gross Skincare Alpha Beta® Universal Daily Peel-30 Treatments + 5 Bonus,88,null,null,null,null,null,null,null,null,2021-04-28 17:57:49,2021-04-29 00:57:49,2021-04-28 17:57:49,202104,2021-04-28,17,2021-04-29 01:18:00,2021-04-29 01:18:00,OrderLine,2021-04-28 18:08:18,PICKUP,2021-04-29 08:27:53,2021-04-29 14:37:02,2021-04-29 08:28:23,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1036901078,35944189846,1,2021-04-13 08:03:50,2021-04-13,2021-04-13 08:03:50,2021-04-17 08:45:48,12,7767239,1618453467933,null,null,35944189846,01,7247240113,2300000040678896,2021-04-13 15:03:50,Online,VIB,2344604,Dr. Jart+ Every Sun Day™ Sun Fluid SPF 50+-3.38 oz/ 100 mL,15,39,39,39,33.15,33.15,33.15,33.15,5.85,5.85,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.5,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Dr. Jart+ Every Sun Day™ Sun Fluid SPF 50+-3.38 oz/ 100 mL,33.15,null,null,null,null,null,null,null,null,2021-04-13 07:52:52,2021-04-13 14:52:52,2021-04-13 07:52:52,202104,2021-04-13,7,2021-04-15 02:26:00,2021-04-15 02:26:00,OrderLine,2021-04-13 08:03:50,PICKUP,2021-04-13 08:11:25,2021-04-16 12:45:16,2021-04-13 08:11:55,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1036889579,35944173156,1,2021-04-13 07:26:46,2021-04-13,2021-04-13 07:26:46,2021-04-15 09:09:47,6,7764510,1618448793960,null,null,35944173156,01,5260211495,2300000021113962,2021-04-13 14:26:46,Online,VIB,1863588,Youth To The People Superfood Antioxidant Cleanser-8 oz/ 237 mL,15,36,36,36,30.6,30.6,30.6,30.6,5.4,5.4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.3,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Youth To The People Superfood Antioxidant Cleanser-8 oz/ 237 mL,30.6,null,null,null,null,null,null,null,null,2021-04-13 07:16:36,2021-04-13 14:16:36,2021-04-13 07:16:36,202104,2021-04-13,7,2021-04-15 01:08:00,2021-04-15 01:08:00,OrderLine,2021-04-13 07:26:46,PICKUP,2021-04-13 08:10:55,2021-04-13 16:05:36,2021-04-13 08:11:10,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1036901078,35944189846,2,2021-04-13 08:03:50,2021-04-13,2021-04-13 08:03:50,2021-04-17 08:45:48,11,7596290,1618453467934,null,null,35944189846,01,7247240113,2300000040678896,2021-04-13 15:03:50,Online,VIB,941609,Caudalie Hand and Nail Cream-2.5 oz/ 75 mL,15,15,30,30,25.5,25.5,25.5,25.5,4.5,4.5,2,null,iphoneAppV2.0,US,USD,null,null,en_US,1.92,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Caudalie Hand and Nail Cream-2.5 oz/ 75 mL,25.5,null,null,null,null,null,null,null,null,2021-04-13 07:52:52,2021-04-13 14:52:52,2021-04-13 07:52:52,202104,2021-04-13,7,2021-04-15 02:26:00,2021-04-15 02:26:00,OrderLine,2021-04-13 08:03:50,PICKUP,2021-04-13 08:11:25,2021-04-16 12:45:16,2021-04-13 08:11:55,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1036889579,35944173156,2,2021-04-13 07:26:46,2021-04-13,2021-04-13 07:26:46,2021-04-15 09:09:47,15,7769290,1618448793960,null,null,35944173156,01,5260211495,2300000021113962,2021-04-13 14:26:46,Online,VIB,2403335,Youth To The People 15% Vitamin C + Clean Caffeine Energy Serum-1 oz/ 30 mL,15,68,68,68,57.8,57.8,57.8,57.8,10.2,10.2,1,null,iphoneAppV2.0,US,USD,null,null,en_US,4.35,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Youth To The People 15% Vitamin C + Clean Caffeine Energy Serum-1 oz/ 30 mL,57.8,null,null,null,null,null,null,null,null,2021-04-13 07:16:36,2021-04-13 14:16:36,2021-04-13 07:16:36,202104,2021-04-13,7,2021-04-15 01:08:00,2021-04-15 01:08:00,OrderLine,2021-04-13 07:26:46,PICKUP,2021-04-13 08:10:55,2021-04-13 16:05:36,2021-04-13 08:11:10,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1080863333,35751682757,3,2021-04-06 11:26:53,2021-04-06,2021-04-06 11:26:53,2021-04-09 08:47:58,17,7051007,1617733902000,null,null,35751682757,01,2555330942,2300000013511237,2021-04-06 18:26:53,Online,BI,1291327,Bobbi Brown Ultra Fine Eye Liner Brush,10,31,31,31,31,31,31,31,0,0,1,null,mobileWeb,US,USD,null,null,en_US,2.33,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Bobbi Brown Ultra Fine Eye Liner Brush,31,null,null,null,null,null,null,null,null,2021-04-06 11:16:23,2021-04-06 18:16:23,2021-04-06 11:16:23,202104,2021-04-06,11,2021-04-06 18:32:00,2021-04-06 18:32:00,OrderLine,2021-04-06 11:26:53,PICKUP,2021-04-06 11:35:00,2021-04-08 09:33:06,2021-04-06 11:36:01,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1080863333,35751682757,2,2021-04-06 11:26:53,2021-04-06,2021-04-06 11:26:53,2021-04-09 08:47:58,19,7136360,1617733902000,null,null,35751682757,01,2555330942,2300000013511237,2021-04-06 18:26:53,Online,BI,1287408,Bobbi Brown Long-Wear Gel Eyeliner-Black Ink,10,28,28,28,28,28,28,28,0,0,1,null,mobileWeb,US,USD,null,null,en_US,2.11,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Bobbi Brown Long-Wear Gel Eyeliner-Black Ink,28,null,null,null,null,null,null,null,null,2021-04-06 11:16:23,2021-04-06 18:16:23,2021-04-06 11:16:23,202104,2021-04-06,11,2021-04-06 18:32:00,2021-04-06 18:32:00,OrderLine,2021-04-06 11:26:53,PICKUP,2021-04-06 11:35:00,2021-04-08 09:33:06,2021-04-06 11:36:01,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1080863333,35751682757,1,2021-04-06 11:26:53,2021-04-06,2021-04-06 11:26:53,2021-04-09 08:47:58,4,7149505,1617733901999,null,null,35751682757,01,2555330942,2300000013511237,2021-04-06 18:26:53,Online,BI,2290559,SEPHORA COLLECTION PRO Lip Brush #85,40,16,16,16,16,16,16,16,0,0,1,null,mobileWeb,US,USD,null,null,en_US,1.2,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,SEPHORA COLLECTION PRO Lip Brush #85,16,null,null,null,null,null,null,null,null,2021-04-06 11:16:23,2021-04-06 18:16:23,2021-04-06 11:16:23,202104,2021-04-06,11,2021-04-06 18:32:00,2021-04-06 18:32:00,OrderLine,2021-04-06 11:26:53,PICKUP,2021-04-06 11:35:00,2021-04-08 09:33:06,2021-04-06 11:36:01,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1080863333,35752157614,1,2021-04-06 11:51:53,2021-04-06,2021-04-06 11:51:53,2021-04-09 08:47:58,5,7056339,1617735277004,null,null,35752157614,01,2555330942,2300000013511237,2021-04-06 18:51:53,Online,BI,2217479,"Benefit Cosmetics Precisely, My Brow Pencil Waterproof Eyebrow Definer-Shade 3.75",10,24,24,24,24,24,24,24,0,0,1,null,mobileWeb,US,USD,null,null,en_US,1.81,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,"Benefit Cosmetics Precisely, My Brow Pencil Waterproof Eyebrow Definer-Shade 3.75",24,null,null,null,null,null,null,null,null,2021-04-06 11:41:35,2021-04-06 18:41:35,2021-04-06 11:41:35,202104,2021-04-06,11,2021-04-06 18:56:00,2021-04-06 18:56:00,OrderLine,2021-04-06 11:51:53,PICKUP,2021-04-06 12:14:56,2021-04-08 09:32:51,2021-04-06 12:15:11,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1061035766,36850795618,1,2021-05-22 15:36:06,2021-05-22,2021-05-22 15:36:06,2021-05-23 09:10:33,16,9536701,1621723376153,null,null,36850795618,01,5450652938,2300000023809348,2021-05-22 22:36:06,Online,BI,1868140,IT Cosmetics CC+ Cream with SPF 50+-Fair,10,39.5,39.5,39.5,39.5,39.5,39.5,39.5,0,0,1,null,mobileWeb,US,USD,null,null,en_US,2.97,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,IT Cosmetics CC+ Cream with SPF 50+-Fair,39.5,null,null,null,null,null,null,null,null,2021-05-22 15:25:56,2021-05-22 22:25:56,2021-05-22 15:25:56,202105,2021-05-22,15,2021-05-22 22:44:00,2021-05-22 22:44:00,OrderLine,2021-05-22 15:36:06,PICKUP,2021-05-22 15:41:34,2021-05-22 17:58:10,2021-05-22 15:41:34,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1051089726,36849778406,1,2021-05-22 15:11:05,2021-05-22,2021-05-22 15:11:05,2021-05-23 09:10:33,2,9358563,1621722137990,null,null,36849778406,01,9245859897,2300000051474015,2021-05-22 22:11:05,Online,VIB,1901230,GLAMGLOW SUPERMUD® Charcoal Instant Treatment Mask-1.7 oz/ 50 g,15,60,60,60,60,60,60,60,0,0,1,null,iphoneAppV2.0,US,USD,null,null,en_US,4.52,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,GLAMGLOW SUPERMUD® Charcoal Instant Treatment Mask-1.7 oz/ 50 g,60,null,null,null,null,null,null,null,null,2021-05-22 15:00:15,2021-05-22 22:00:15,2021-05-22 15:00:15,202105,2021-05-22,15,2021-05-22 22:24:00,2021-05-22 22:24:00,OrderLine,2021-05-22 15:11:05,PICKUP,2021-05-22 15:15:42,2021-05-22 17:29:02,2021-05-22 15:15:57,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1061035766,36850795618,2,2021-05-22 15:36:06,2021-05-22,2021-05-22 15:36:06,2021-05-23 09:10:33,12,9477866,1621723376154,null,null,36850795618,01,5450652938,2300000023809348,2021-05-22 22:36:06,Online,BI,2211597,The INKEY List Beta Hydroxy Acid (BHA) Blemish + Blackhead Serum-1 oz/ 30 mL,15,10.99,10.99,10.99,10.99,10.99,10.99,10.99,0,0,1,null,mobileWeb,US,USD,null,null,en_US,0.83,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,The INKEY List Beta Hydroxy Acid (BHA) Blemish + Blackhead Serum-1 oz/ 30 mL,10.99,null,null,null,null,null,null,null,null,2021-05-22 15:25:56,2021-05-22 22:25:56,2021-05-22 15:25:56,202105,2021-05-22,15,2021-05-22 22:44:00,2021-05-22 22:44:00,OrderLine,2021-05-22 15:36:06,PICKUP,2021-05-22 15:41:34,2021-05-22 17:58:10,2021-05-22 15:41:34,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1007022053,38030008279,1,2021-07-27 06:29:12,2021-07-27,2021-07-27 06:29:12,2021-09-09 11:16:02,6,11861222,1627393145620,null,null,38030008279,01,23206791564,2300000090795162,2021-07-27 13:29:12,Online,BI,1863604,Youth To The People Superfood Air-Whip Moisturizer with Hyaluronic Acid-2 oz/ 60 mL,15,48,48,48,48,48,48,48,0,0,1,null,default,US,USD,null,null,en_US,3.61,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Youth To The People Superfood Air-Whip Moisturizer with Hyaluronic Acid-2 oz/ 60 mL,48,null,null,null,null,null,null,null,null,2021-07-27 06:18:25,2021-07-27 13:18:25,2021-07-27 06:18:25,202107,2021-07-27,6,2021-07-27 13:40:00,2021-07-27 13:40:00,OrderLine,2021-07-27 06:29:12,PICKUP,2021-07-27 08:36:53,2021-07-27 09:42:41,2021-07-27 08:37:08,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1018764240,38030433718,1,2021-07-27 06:48:12,2021-07-27,2021-07-27 06:48:12,2021-09-09 11:16:02,4,12063248,1627393989306,null,null,38030433718,01,5740138991,2300000027261866,2021-07-27 13:48:12,Online,BI,2444099,"Briogeo Scalp Revival™ Soothe + Detoxify Travel Set for Dry Itchy, Oily Scalp",16,35,35,35,35,35,35,35,0,0,1,null,mobileWeb,US,USD,null,null,en_US,2.63,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,"Briogeo Scalp Revival™ Soothe + Detoxify Travel Set for Dry Itchy, Oily Scalp",35,null,null,null,null,null,null,null,null,2021-07-27 06:37:26,2021-07-27 13:37:26,2021-07-27 06:37:26,202107,2021-07-27,6,2021-07-27 13:54:00,2021-07-27 13:54:00,OrderLine,2021-07-27 06:48:12,PICKUP,2021-07-27 08:37:23,null,2021-07-27 08:38:54,0,242,AUTO_CANCEL,Pickup Window Expired,51,2021-07-27 06:37:26,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1045428025,37118723734,1,2021-06-06 10:26:21,2021-06-06,2021-06-06 10:26:21,2021-06-07 09:15:02,13,10119643,1623000805331,null,null,37118723734,01,2604303835,2300000013941277,2021-06-06 17:26:21,Online,ROUGE,2420412,Grande Cosmetics Mini Magic Lash and Brow Set,10,27,27,27,24.3,24.3,24.3,24.3,2.7,2.7,1,null,mobileWeb,US,USD,null,null,en_US,1.83,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Grande Cosmetics Mini Magic Lash and Brow Set,24.3,null,null,null,null,null,null,null,null,2021-06-06 10:15:20,2021-06-06 17:15:20,2021-06-06 10:15:20,202106,2021-06-06,10,2021-06-06 17:34:00,2021-06-06 17:34:00,OrderLine,2021-06-06 10:26:21,PICKUP,2021-06-06 10:32:56,2021-06-06 13:38:16,2021-06-06 10:33:11,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1016090440,37118551011,1,2021-06-06 10:16:21,2021-06-06,2021-06-06 10:16:21,2021-06-07 09:15:02,10,10129515,1623000244177,null,null,37118551011,01,1528762527,2253998842523876,2021-06-06 17:16:21,Online,ROUGE,1802107,OUAI Wave Spray-4.9 fl oz/ 145 mL,16,26,52,52,46.8,46.8,46.8,46.8,5.2,5.2,2,null,androidNativeApp,US,USD,null,null,en_US,3.52,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,OUAI Wave Spray-4.9 fl oz/ 145 mL,46.8,null,null,null,null,null,null,null,null,2021-06-06 10:06:01,2021-06-06 17:06:01,2021-06-06 10:06:01,202106,2021-06-06,10,2021-06-06 17:26:00,2021-06-06 17:26:00,OrderLine,2021-06-06 10:16:21,PICKUP,2021-06-06 10:21:38,2021-06-06 10:48:45,2021-06-06 10:22:54,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1016090440,37118551011,3,2021-06-06 10:16:21,2021-06-06,2021-06-06 10:16:21,2021-06-07 09:15:02,16,10121229,1623000244178,null,null,37118551011,01,1528762527,2253998842523876,2021-06-06 17:16:21,Online,ROUGE,2436855,amika Bust Your Brass Blonde Purple Conditioner-8.45 oz/ 250 mL,16,24,24,24,21.6,21.6,21.6,21.6,2.4,2.4,1,null,androidNativeApp,US,USD,null,null,en_US,1.63,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,amika Bust Your Brass Blonde Purple Conditioner-8.45 oz/ 250 mL,21.6,null,null,null,null,null,null,null,null,2021-06-06 10:06:01,2021-06-06 17:06:01,2021-06-06 10:06:01,202106,2021-06-06,10,2021-06-06 17:26:00,2021-06-06 17:26:00,OrderLine,2021-06-06 10:16:21,PICKUP,2021-06-06 10:21:38,2021-06-06 10:48:45,2021-06-06 10:22:54,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1016090440,37118551011,2,2021-06-06 10:16:21,2021-06-06,2021-06-06 10:16:21,2021-06-07 09:15:02,9,10019827,1623000244177,null,null,37118551011,01,1528762527,2253998842523876,2021-06-06 17:16:21,Online,ROUGE,1830439,OUAI Mini Wave Spray-1.7 oz/ 50 mL,16,12,12,12,10.8,10.8,10.8,10.8,1.2,1.2,1,null,androidNativeApp,US,USD,null,null,en_US,0.81,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,OUAI Mini Wave Spray-1.7 oz/ 50 mL,10.8,null,null,null,null,null,null,null,null,2021-06-06 10:06:01,2021-06-06 17:06:01,2021-06-06 10:06:01,202106,2021-06-06,10,2021-06-06 17:26:00,2021-06-06 17:26:00,OrderLine,2021-06-06 10:16:21,PICKUP,2021-06-06 10:21:38,2021-06-06 10:48:45,2021-06-06 10:22:54,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1135818938,38709577517,1,2021-09-04 22:37:41,2021-09-04,2021-09-04 22:37:41,2021-10-04 08:39:56,10,13647929,1630821320232,null,null,38709577517,01,32873988901,2300000092313214,2021-09-05 05:37:41,Online,BI,1820604,"Benefit Cosmetics Precisely, My Brow Pencil Waterproof Eyebrow Definer-Shade 1",10,12,12,12,12,12,12,12,0,0,1,null,iphoneAppV2.0,US,USD,null,null,en_US,0.9,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,"Benefit Cosmetics Precisely, My Brow Pencil Waterproof Eyebrow Definer-Shade 1",12,null,null,null,null,null,null,null,null,2021-09-04 22:26:36,2021-09-05 05:26:36,2021-09-04 22:26:36,202109,2021-09-04,22,2021-09-05 05:56:00,2021-09-05 05:56:00,OrderLine,2021-09-04 22:37:41,PICKUP,2021-09-05 08:32:51,2021-09-05 14:08:09,2021-09-05 08:33:07,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
